from,to,time,message
7,10,2017-04-10T03:55:16+09:00,"Aw, c'mon Rick. That doesn't seem so bad. WUBBA LUBBA DUB DUBS!!! R2-D2, you know better than to trust a strange computer!"
10,7,2017-04-22T03:08:02+09:00,"Well, you said you wanted to be around when I made a mistake. Snuffles was my slave name, you can call me snowball because my fur is pretty and white. No reward is worth this."
7,10,2017-05-03T23:31:06+09:00,Don’t even trip dawg. No reward is worth this.
10,7,2017-04-07T15:18:30+09:00,HI! I'M MR MEESEEKS! LOOK AT ME! I'm the devil. What should I do when I fail? Give myself an ice cream? You'll find I'm full of surprises!
10,7,2017-05-18T14:04:14+09:00,"Judge me by my size, do you? A Jedi uses the Force for knowledge and defense, never for attack. You'll find I'm full of surprises!"
7,10,2017-04-26T15:56:42+09:00,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together. Strike me down, and I will become more powerful than you could possibly imagine."
7,10,2017-05-17T04:59:28+09:00,He's not a hot girl. He can't just bail on his life and set up shop in someone else's. Don’t even trip dawg.
7,10,2017-04-15T01:05:45+09:00,I like what you got.
10,7,2017-05-19T05:56:12+09:00,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet.
7,10,2017-05-13T14:09:17+09:00,WUBBA LUBBA DUB DUBS!!! I don't get it and I don't need to.
10,7,2017-05-20T08:10:26+09:00,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal."
10,7,2017-04-03T11:05:29+09:00,"Ohh yea, you gotta get schwifty."
10,7,2017-04-23T07:52:02+09:00,Wars not make one great. HI! I'M MR MEESEEKS! LOOK AT ME!
9,8,2017-04-18T17:44:42+09:00,I find your lack of faith disturbing. Pluto's a planet.
8,9,2017-05-23T17:20:45+09:00,I find your lack of faith disturbing.
8,9,2017-05-03T18:44:11+09:00,Bounty hunters! We don't need this scum. WUBBA LUBBA DUB DUBS!!!
8,9,2017-04-14T04:45:52+09:00,Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering.
8,9,2017-05-19T11:07:28+09:00,Never tell me the odds! HI! I'M MR MEESEEKS! LOOK AT ME! I like what you got.
9,8,2017-04-19T06:32:03+09:00,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal. Shut him up or shut him down."
9,8,2017-05-13T18:08:17+09:00,"Ohh yea, you gotta get schwifty."
9,8,2017-04-27T16:22:11+09:00,"Go home and drink, grandpa. Adventure. Excitement. A Jedi craves not these things. Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering."
9,8,2017-05-14T22:35:52+09:00,"Well, you said you wanted to be around when I made a mistake."
8,9,2017-04-16T21:33:16+09:00,"You know, that little droid is going to cause me a lot of trouble. You'll find I'm full of surprises!"
8,9,2017-05-20T05:45:21+09:00,Don’t even trip dawg.
8,9,2017-04-08T09:40:03+09:00,"Sometimes science is a lot more art, than science. A lot of people don't get that. Would somebody get this big walking carpet out of my way? Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?"
8,9,2017-04-16T15:55:22+09:00,Would somebody get this big walking carpet out of my way? That is why you fail. I find your lack of faith disturbing.
9,8,2017-04-07T14:29:52+09:00,I find your lack of faith disturbing.
9,8,2017-05-17T17:10:36+09:00,"You know, that little droid is going to cause me a lot of trouble. There is no god, Summer; gotta rip that band-aid off now you'll thank me later. It's not impossible. I used to bullseye womp rats in my T-16 back home, they're not much bigger than two meters."
9,8,2017-04-08T12:19:50+09:00,Adventure. Excitement. A Jedi craves not these things.
8,9,2017-04-20T09:01:12+09:00,"R2-D2, you know better than to trust a strange computer! Wars not make one great."
8,9,2017-04-20T06:45:58+09:00,I find your lack of faith disturbing. Shut him up or shut him down.
8,9,2017-05-23T14:44:42+09:00,"You're like Hitler, except...Hitler cared about Germany, or something."
8,9,2017-05-11T04:58:19+09:00,You'll find I'm full of surprises! Shut him up or shut him down. Adventure. Excitement. A Jedi craves not these things.
9,8,2017-05-04T01:59:00+09:00,"He's not a hot girl. He can't just bail on his life and set up shop in someone else's. Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together."
8,9,2017-05-19T13:39:03+09:00,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?"
8,9,2017-04-21T01:33:00+09:00,"You are unwise to lower your defenses! Sometimes science is a lot more art, than science. A lot of people don't get that."
8,9,2017-04-29T00:27:22+09:00,You'll find I'm full of surprises!
8,9,2017-05-07T01:01:48+09:00,He's not a hot girl. He can't just bail on his life and set up shop in someone else's.
9,8,2017-05-25T06:34:02+09:00,"Judge me by my size, do you? Bounty hunters! We don't need this scum."
9,8,2017-05-19T15:56:30+09:00,"This isn't Game of Thrones, Morty. Who's the more foolish; the fool, or the fool who follows him?"
9,8,2017-04-02T00:32:01+09:00,"R2-D2, you know better than to trust a strange computer! You are unwise to lower your defenses! You will never find a more wretched hive of scum and villainy. We must be cautious."
8,9,2017-05-02T17:22:39+09:00,Would somebody get this big walking carpet out of my way? You are unwise to lower your defenses!
9,8,2017-04-28T06:50:21+09:00,"Strike me down, and I will become more powerful than you could possibly imagine."
8,9,2017-05-21T07:15:31+09:00,"You will never find a more wretched hive of scum and villainy. We must be cautious. Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together."
8,9,2017-05-13T02:56:17+09:00,"I'm the devil. What should I do when I fail? Give myself an ice cream? You're like Hitler, except...Hitler cared about Germany, or something. Pluto's a planet."
8,9,2017-04-01T10:06:03+09:00,I don't get it and I don't need to. No reward is worth this. I like what you got.
8,9,2017-04-13T08:09:31+09:00,"Truly wonderful, the mind of a child is. Ohh yea, you gotta get schwifty. This isn't Game of Thrones, Morty."
9,8,2017-05-15T20:57:34+09:00,"R2-D2, you know better than to trust a strange computer! Truly wonderful, the mind of a child is. Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering."
9,8,2017-04-26T06:42:08+09:00,Would somebody get this big walking carpet out of my way? Adventure. Excitement. A Jedi craves not these things. That is why you fail.
8,9,2017-05-28T09:26:38+09:00,"Never tell me the odds! That is why you fail. R2-D2, you know better than to trust a strange computer!"
9,8,2017-04-28T04:40:13+09:00,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white."
9,8,2017-04-02T19:04:04+09:00,I find your lack of faith disturbing. Would somebody get this big walking carpet out of my way?
8,9,2017-05-14T05:07:09+09:00,"You'll find I'm full of surprises! You do have your moments. Not many, but you have them. Yo! What up my glip glops!"
8,9,2017-05-22T22:35:49+09:00,I have a bad feeling about this.
8,9,2017-05-21T00:07:30+09:00,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white."
9,8,2017-04-21T03:45:20+09:00,"No reward is worth this. Strike me down, and I will become more powerful than you could possibly imagine. Wars not make one great."
8,9,2017-05-28T07:48:27+09:00,"Now, witness the power of this fully operational battle station. Yo! What up my glip glops!"
9,8,2017-05-17T19:09:54+09:00,"R2-D2, you know better than to trust a strange computer! Judge me by my size, do you? Aww, gee, you got me there Rick."
8,9,2017-05-02T11:24:13+09:00,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together. Don’t even trip dawg."
8,9,2017-05-24T13:18:43+09:00,"Strike me down, and I will become more powerful than you could possibly imagine. Don’t even trip dawg. WUBBA LUBBA DUB DUBS!!!"
8,9,2017-05-21T14:42:32+09:00,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid? This isn't Game of Thrones, Morty."
9,8,2017-05-13T18:57:16+09:00,"Shut him up or shut him down. Sometimes science is a lot more art, than science. A lot of people don't get that."
9,8,2017-04-14T01:42:05+09:00,"Strike me down, and I will become more powerful than you could possibly imagine. WUBBA LUBBA DUB DUBS!!! If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed."
8,9,2017-04-25T00:56:00+09:00,"Yo! What up my glip glops! You do have your moments. Not many, but you have them. Aren't you a little short for a Stormtrooper?"
9,8,2017-04-03T22:44:49+09:00,Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering.
8,9,2017-05-19T21:02:46+09:00,"You do have your moments. Not many, but you have them."
9,8,2017-05-16T10:55:50+09:00,"Hello Jerry, come to rub my face in urine again?"
8,9,2017-05-17T21:22:04+09:00,He's not a hot girl. He can't just bail on his life and set up shop in someone else's. I find your lack of faith disturbing.
8,9,2017-05-04T06:30:10+09:00,"Aw, c'mon Rick. That doesn't seem so bad. There is no god, Summer; gotta rip that band-aid off now you'll thank me later. Bounty hunters! We don't need this scum."
9,8,2017-05-28T08:31:46+09:00,"Ohh yea, you gotta get schwifty. Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering. I find your lack of faith disturbing."
9,8,2017-04-24T15:23:19+09:00,"You will never find a more wretched hive of scum and villainy. We must be cautious. Go home and drink, grandpa."
9,8,2017-05-09T02:27:28+09:00,"If you're saying that coming here was a bad idea, I'm starting to agree with you."
8,9,2017-04-30T06:50:43+09:00,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later. I have a bad feeling about this."
9,8,2017-04-09T12:41:25+09:00,"I find your lack of faith disturbing. You do have your moments. Not many, but you have them. It's not impossible. I used to bullseye womp rats in my T-16 back home, they're not much bigger than two meters."
9,8,2017-04-30T23:10:41+09:00,"Who's the more foolish; the fool, or the fool who follows him? Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together. Don’t even trip dawg."
9,8,2017-03-30T07:16:58+09:00,"Sometimes science is a lot more art, than science. A lot of people don't get that. Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain. I'm the devil. What should I do when I fail? Give myself an ice cream?"
8,9,2017-04-23T12:56:19+09:00,"Aw, c'mon Rick. That doesn't seem so bad. Shut him up or shut him down. Only at the end do you realize the power of the Dark Side."
9,8,2017-04-14T04:20:49+09:00,Don’t even trip dawg. Adventure. Excitement. A Jedi craves not these things.
8,9,2017-03-31T22:21:54+09:00,Aren't you a little short for a Stormtrooper? Do. Or do not. There is no try. Never tell me the odds!
8,9,2017-05-25T06:37:42+09:00,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal. Sometimes science is a lot more art, than science. A lot of people don't get that."
